,names,labels
1945,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217491v0.jpeg829603256152.png,Corrosionstain
1395,../Dataset_new/Corrosionstain/MS0208201710281365.jpg12388916692.png,Corrosionstain
1446,../Dataset_new/Corrosionstain/VA0235201710121353.jpg8691038361207.png,Corrosionstain
1373,../Dataset_new/Corrosionstain/VA_3.0_0.8_0.5_1.0_1.2_21442484v0.jpeg93285715101399.png,Corrosionstain
1626,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217700v0.jpeg62518049109.png,Corrosionstain
2861,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217873v3.jpeg6381205308141.png,Exposedbars
439,../Dataset_new/Cracks/VA1066201705082344.jpg1577965205148.png,Cracks
1545,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217466v2.jpeg696427177127.png,Corrosionstain
135,../Dataset_new/Cracks/VA_3.0_1.0_0.5_1.0_1.5_21442481v1.jpeg86105291084.png,Cracks
3457,../Dataset_new/Spalling/VA_3.0_0.8_0.8_1.0_1.34_3217869v0.jpeg1237163527853.png,Spalling
1917,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.42_3218007v0.jpeg899626125130.png,Corrosionstain
1577,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217674v0.jpeg47190389576.png,Corrosionstain
538,../Dataset_new/Cracks/MS0388201711022668.jpg1397101281558.png,Cracks
1724,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217922v0.jpeg539896189340.png,Corrosionstain
788,../Dataset_new/Cracks/VA0498201609142942.jpg7783261855.png,Cracks
667,../Dataset_new/Cracks/VA0171201612062759.jpg942111191132.png,Cracks
836,../Dataset_new/Cracks/VA0574201609022737.jpg5940571912.png,Cracks
169,../Dataset_new/Cracks/VA_2.0_0.8_0.5_1.0_0.8_21830342v0.jpeg4335207417.png,Cracks
2337,../Dataset_new/Exposedbars/VA_3.0_1.0_0.8_3.0_7.2_3217461v0.jpeg803632262267.png,Exposedbars
1964,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217575v0.jpeg2529159291.png,Corrosionstain
1438,../Dataset_new/Corrosionstain/VA0188201610121357.jpg9354716182.png,Corrosionstain
299,../Dataset_new/Cracks/VA0540201711281189.jpg1205731593445.png,Cracks
2203,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.8_1.0_1.01_3217845v1.jpeg82759414294.png,Corrosionstain
1605,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217674v3.jpeg1542694230112.png,Corrosionstain
416,../Dataset_new/Cracks/VA1056201709292429.jpg8170211744.png,Cracks
2062,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217710v0.jpeg83048384.png,Corrosionstain
716,../Dataset_new/Cracks/VA0236201711163110.jpg1198223182844.png,Cracks
2103,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217909v0.jpeg5931571184546.png,Corrosionstain
2791,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217690v1.jpeg656398526684.png,Exposedbars
1718,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217920v0.jpeg162625971118.png,Corrosionstain
571,../Dataset_new/Cracks/VA0017201703152854.jpg6610195987.png,Cracks
3150,../Dataset_new/Exposedbars/VA_3.0_0.8_0.8_1.0_1.92_3217428v0.jpeg1812151340549.png,Exposedbars
433,../Dataset_new/Cracks/VA1064201705042403.jpg308340537200.png,Cracks
1433,../Dataset_new/Corrosionstain/VA0187201610121487.jpg303709152183.png,Corrosionstain
1936,../Dataset_new/Corrosionstain/VA_3.0_0.4_1.0_1.0_1.2_3217993v0.jpeg2265808868.png,Corrosionstain
2834,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217822v1.jpeg1445745375134.png,Exposedbars
371,../Dataset_new/Cracks/VA0321201711042327.jpg329449761640.png,Cracks
1604,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217674v3.jpeg871893485171.png,Corrosionstain
817,../Dataset_new/Cracks/VA0554201711232720.jpg53925222328.png,Cracks
2664,../Dataset_new/Exposedbars/VA_3.0_0.4_0.8_1.0_0.67_3217740v0.jpeg94547681139.png,Exposedbars
465,../Dataset_new/Cracks/VA1109201612132426.jpg02581049467.png,Cracks
2555,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_1.0_0.6_3217745v0.jpeg3333021084626.png,Exposedbars
1986,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217588v0.jpeg438496244187.png,Corrosionstain
1134,../Dataset_new/Cracks/MS0217201710161492.jpg1127471235118.png,Cracks
2679,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217414v0.jpeg784726888.png,Exposedbars
1700,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217893v1.jpeg125697111566.png,Corrosionstain
759,../Dataset_new/Cracks/VA0327201706232686.jpg7940125581.png,Cracks
2759,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217606v1.jpeg105246253240.png,Exposedbars
928,../Dataset_new/Cracks/VA1062201707203070.jpg6100319895.png,Cracks
1311,../Dataset_new/Cracks/VA_3.0_0.6_0.5_1.0_0.63_3217725v0.jpeg1076442150287.png,Cracks
2,../Dataset_new/Cracks/VA_2.0_0.4_0.5_1.0_0.4_84140332v0.jpeg465534648142.png,Cracks
2693,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217440v0.jpeg4575151499238.png,Exposedbars
472,../Dataset_new/Cracks/VA1203201706232264.jpg1024359490259.png,Cracks
810,../Dataset_new/Cracks/VA0552201711232883.jpg721184551174.png,Cracks
3013,../Dataset_new/Exposedbars/VA_3.0_0.6_0.8_1.0_1.44_3217665v0.jpeg420937323166.png,Exposedbars
1484,../Dataset_new/Corrosionstain/VA0539201709221461.jpg43172269688.png,Corrosionstain
2643,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_1.0_0.42_3217451v1.jpeg129741484731.png,Exposedbars
2569,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_1.0_0.6_3217807v0.jpeg973602430325.png,Exposedbars
145,../Dataset_new/Cracks/VA_2.0_0.4_0.5_1.0_0.4_21830381v0.jpeg759501689267.png,Cracks
1528,../Dataset_new/Corrosionstain/VA_3.0_1.0_1.0_1.0_3.0_3217721v2.jpeg1904386164.png,Corrosionstain
1878,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.42_3217987v1.jpeg717467247121.png,Corrosionstain
1075,../Dataset_new/Cracks/VA1108201609082955.jpg2814821457254.png,Cracks
2241,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.8_1.0_1.44_3217852v0.jpeg392278140175.png,Corrosionstain
3296,../Dataset_new/Spalling/VA_3.0_0.4_0.5_1.0_0.6_3217511v0.jpeg525697586266.png,Spalling
2130,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217930v0.jpeg1418743227178.png,Corrosionstain
349,../Dataset_new/Cracks/VA0129201610232360.jpg77794781169.png,Cracks
1898,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.42_3217992v0.jpeg106952610279.png,Corrosionstain
3403,../Dataset_new/Spalling/VA_3.0_0.6_0.5_1.0_0.9_3217789v0.jpeg595256213488.png,Spalling
839,../Dataset_new/Cracks/VA0574201609022822.jpg91349384386.png,Cracks
3098,../Dataset_new/Exposedbars/VA_3.0_0.8_0.5_1.0_1.2_3217611v0.jpeg363278447256.png,Exposedbars
425,../Dataset_new/Cracks/VA1064201705042234.jpg253161264684.png,Cracks
2344,../Dataset_new/Exposedbars/VA_3.0_1.0_0.8_3.0_7.2_3217461v1.jpeg718734712250.png,Exposedbars
2646,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_1.0_0.42_3217474v2.jpeg623284246557.png,Exposedbars
1509,../Dataset_new/Corrosionstain/VA_3.0_1.0_0.8_3.0_7.2_3217463v0.jpeg11807259114.png,Corrosionstain
3224,../Dataset_new/Exposedbars/VA_3.0_1.0_0.8_1.0_2.4_3217458v1.jpeg458120499607.png,Exposedbars
1710,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217920v0.jpeg1530918127108.png,Corrosionstain
695,../Dataset_new/Cracks/VA0182201612062529.jpg00547696.png,Cracks
1661,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217827v1.jpeg76251313290.png,Corrosionstain
1739,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217934v0.jpeg1093534263227.png,Corrosionstain
1316,../Dataset_new/Cracks/VA_3.0_0.6_0.8_1.0_1.01_3217851v0.jpeg519941960.png,Cracks
3131,../Dataset_new/Exposedbars/VA_3.0_0.8_0.5_1.0_1.2_3217858v1.jpeg267111315287.png,Exposedbars
5,../Dataset_new/Cracks/VA_2.0_0.4_0.5_1.0_0.4_84140337v0.jpeg92931159402.png,Cracks
162,../Dataset_new/Cracks/VA_2.0_0.8_0.5_1.0_0.8_21830286v0.jpeg475358610392.png,Cracks
175,../Dataset_new/Cracks/VA_2.0_0.8_0.5_1.0_0.56_21830338v0.jpeg361463270149.png,Cracks
2813,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217784v0.jpeg543611746835.png,Exposedbars
2430,../Dataset_new/Exposedbars/VA_3.0_1.0_1.0_1.0_3.0_3217721v4.jpeg412417550226.png,Exposedbars
1299,../Dataset_new/Cracks/VA_3.0_0.6_0.5_1.0_0.9_3217635v0.jpeg75152224437.png,Cracks
1,../Dataset_new/Cracks/VA_2.0_0.4_0.5_1.0_0.4_84140328v0.jpeg108857499248.png,Cracks
1726,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217926v0.jpeg3041292199.png,Corrosionstain
2873,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217881v2.jpeg771807596102.png,Exposedbars
3182,../Dataset_new/Exposedbars/VA_3.0_1.0_0.5_1.0_1.5_3217425v0.jpeg738617608383.png,Exposedbars
2803,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217757v1.jpeg213461363635.png,Exposedbars
1589,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217674v1.jpeg230445211100.png,Corrosionstain
3012,../Dataset_new/Exposedbars/VA_3.0_0.6_0.8_1.0_1.44_3217665v0.jpeg913223485383.png,Exposedbars
2085,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217865v1.jpeg28657814094.png,Corrosionstain
2549,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_1.0_0.6_3217689v0.jpeg650327535940.png,Exposedbars
281,../Dataset_new/Cracks/VA0204201604041202.jpg345308302135.png,Cracks
1059,../Dataset_new/Cracks/VA1093201612132803.jpg6960299616.png,Cracks
1541,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217415v1.jpeg1122845154.png,Corrosionstain
1122,../Dataset_new/Cracks/MS0188201711091418.jpg651233220967.png,Cracks
1054,../Dataset_new/Cracks/VA1090201610073177.jpg72283551053.png,Cracks
606,../Dataset_new/Cracks/VA0047201710123111.jpg745387117581.png,Cracks
1836,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.18_3217995v0.jpeg4554734653.png,Corrosionstain
859,../Dataset_new/Cracks/VA0584201605252802.jpg756346404503.png,Cracks
2209,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.8_1.0_1.01_3217850v1.jpeg59730774113.png,Corrosionstain
1829,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3218012v0.jpeg5506367441.png,Corrosionstain
102,../Dataset_new/Cracks/VA_3.0_0.4_0.5_1.0_0.6_21442453v0.jpeg605701400203.png,Cracks
478,../Dataset_new/Cracks/VA1203201706232380.jpg1092257708438.png,Cracks
1910,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.42_3217998v0.jpeg1536620132280.png,Corrosionstain
476,../Dataset_new/Cracks/VA1203201706232351.jpg6958031077268.png,Cracks
487,../Dataset_new/Cracks/VA1203201706232435.jpg94871711625.png,Cracks
1286,../Dataset_new/Cracks/VA_3.0_0.4_0.5_1.0_0.6_3217938v0.jpeg243440786192.png,Cracks
1243,../Dataset_new/Cracks/VA0237201711161397.jpg3365371331256.png,Cracks
2674,../Dataset_new/Exposedbars/VA_3.0_0.4_1.0_1.0_1.2_3217738v1.jpeg424317581124.png,Exposedbars
2825,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217818v0.jpeg631891706591.png,Exposedbars
3077,../Dataset_new/Exposedbars/VA_3.0_0.8_0.5_1.0_0.84_3217944v2.jpeg991510566153.png,Exposedbars
2625,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_1.0_0.6_3217974v0.jpeg1608667521794.png,Exposedbars
3447,../Dataset_new/Spalling/VA_3.0_0.8_0.5_1.0_1.2_3217650v0.jpeg34333316339.png,Spalling
179,../Dataset_new/Cracks/VA_2.0_0.8_0.5_1.0_0.56_21830346v0.jpeg478365232204.png,Cracks
1737,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217934v0.jpeg581566430334.png,Corrosionstain
3099,../Dataset_new/Exposedbars/VA_3.0_0.8_0.5_1.0_1.2_3217611v1.jpeg463158308393.png,Exposedbars
919,../Dataset_new/Cracks/VA1060201707203150.jpg00813689.png,Cracks
2952,../Dataset_new/Exposedbars/VA_3.0_0.6_0.8_1.0_1.01_3217655v0.jpeg711134345635.png,Exposedbars
736,../Dataset_new/Cracks/VA0287201707123065.jpg542577119201.png,Cracks
1204,../Dataset_new/Cracks/VA0172201610121394.jpg437521299667.png,Cracks
2644,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_1.0_0.42_3217451v1.jpeg196695809235.png,Exposedbars
1471,../Dataset_new/Corrosionstain/VA0284201706271315.jpg48171385181.png,Corrosionstain
3151,../Dataset_new/Exposedbars/VA_3.0_0.8_0.8_1.0_1.92_3217428v1.jpeg1015273709484.png,Exposedbars
632,../Dataset_new/Cracks/VA0163201612103088.jpg835456225263.png,Cracks
902,../Dataset_new/Cracks/VA1052201706233023.jpg43759600436.png,Cracks
192,../Dataset_new/Cracks/VA_2.0_1.0_0.5_1.0_0.7_21830283v1.jpeg4783915164.png,Cracks
1275,../Dataset_new/Cracks/VA_3.0_0.4_0.5_1.0_0.6_3217667v0.jpeg36015033860.png,Cracks
2662,../Dataset_new/Exposedbars/VA_3.0_0.4_0.8_1.0_0.67_3217740v0.jpeg521539227584.png,Exposedbars
2472,../Dataset_new/Exposedbars/VA_3.0_1.0_1.0_3.0_9.0_3217726v3.jpeg28401798298.png,Exposedbars
437,../Dataset_new/Cracks/VA1066201705082344.jpg615616563224.png,Cracks
1664,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217827v1.jpeg713671203110.png,Corrosionstain
2258,../Dataset_new/Corrosionstain/VA_3.0_0.8_0.5_1.0_1.2_3217520v0.jpeg88445513330.png,Corrosionstain
625,../Dataset_new/Cracks/VA0150201609153037.jpg76121781062.png,Cracks
286,../Dataset_new/Cracks/VA0233201710121061.jpg539341380888.png,Cracks
1342,../Dataset_new/Corrosionstain/VA_2.0_0.4_0.8_1.0_0.64_84140360v0.jpeg107336918489.png,Corrosionstain
3006,../Dataset_new/Exposedbars/VA_3.0_0.6_0.8_1.0_1.44_3217647v0.jpeg357450771455.png,Exposedbars
2645,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_1.0_0.42_3217474v1.jpeg1017286154230.png,Exposedbars
2908,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.63_3217486v1.jpeg1034122341817.png,Exposedbars
2814,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217784v1.jpeg502901569837.png,Exposedbars
3034,../Dataset_new/Exposedbars/VA_3.0_0.6_0.8_1.0_1.44_3217835v2.jpeg863465277291.png,Exposedbars
57,../Dataset_new/Cracks/VA_2.0_0.6_0.5_1.0_0.6_84140353v0.jpeg64123586211.png,Cracks
399,../Dataset_new/Cracks/VA0384201611302232.jpg03061415508.png,Cracks
388,../Dataset_new/Cracks/VA0383201611302333.jpg880698810146.png,Cracks
3130,../Dataset_new/Exposedbars/VA_3.0_0.8_0.5_1.0_1.2_3217858v1.jpeg538610707175.png,Exposedbars
2621,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_1.0_0.6_3217932v0.jpeg593460578457.png,Exposedbars
2659,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_3.0_1.8_3217518v1.jpeg15381710991244.png,Exposedbars
967,../Dataset_new/Cracks/VA1088201610062914.jpg4880367632.png,Cracks
1080,../Dataset_new/Cracks/VA1281201612102880.jpg59353871345.png,Cracks
2325,../Dataset_new/Exposedbars/VA_3.0_1.0_0.8_1.0_2.4_3217955v0.jpeg3993911041121.png,Exposedbars
2879,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217901v1.jpeg661735154148.png,Exposedbars
1595,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217674v2.jpeg8622526063.png,Corrosionstain
539,../Dataset_new/Cracks/MS0388201711022668.jpg625197190732.png,Cracks
840,../Dataset_new/Cracks/VA0574201609022822.jpg818599139493.png,Cracks
1056,../Dataset_new/Cracks/VA1090201610073200.jpg80172501321.png,Cracks
1404,../Dataset_new/Corrosionstain/MS0227201710261361.jpg638285226171.png,Corrosionstain
2978,../Dataset_new/Exposedbars/VA_3.0_0.6_0.8_1.0_1.44_3217506v3.jpeg1821771060391.png,Exposedbars
790,../Dataset_new/Cracks/VA0533201709223180.jpg701233101177.png,Cracks
2459,../Dataset_new/Exposedbars/VA_3.0_1.0_1.0_3.0_9.0_3217722v0.jpeg161388865253.png,Exposedbars
2304,../Dataset_new/Exposedbars/VA0152201609151399.jpg1289197178296.png,Exposedbars
3402,../Dataset_new/Spalling/VA_3.0_0.6_0.5_1.0_0.9_3217789v0.jpeg626856506238.png,Spalling
2504,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_1.0_0.6_3217489v0.jpeg197118501866759.png,Exposedbars
1096,../Dataset_new/Cracks/MS0229201710263229.jpg161927160423.png,Cracks
579,../Dataset_new/Cracks/VA0021201703162754.jpg7080213791.png,Cracks
1680,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217867v1.jpeg1135408242348.png,Corrosionstain
3198,../Dataset_new/Exposedbars/VA_3.0_1.0_0.5_1.0_1.5_3217831v0.jpeg108760873235.png,Exposedbars
1475,../Dataset_new/Corrosionstain/VA0284201706271381.jpg3111253180.png,Corrosionstain
807,../Dataset_new/Cracks/VA0551201711232745.jpg6780245543.png,Cracks
903,../Dataset_new/Cracks/VA1052201706233023.jpg6290251282.png,Cracks
3055,../Dataset_new/Exposedbars/VA_3.0_0.6_1.0_1.0_1.8_3217728v7.jpeg322352407187.png,Exposedbars
953,../Dataset_new/Cracks/VA1087201609012509.jpg6654521058338.png,Cracks
462,../Dataset_new/Cracks/VA1097201612142246.jpg293613959211.png,Cracks
2167,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3218005v3.jpeg497278265156.png,Corrosionstain
2415,../Dataset_new/Exposedbars/VA_3.0_1.0_1.0_1.0_2.1_3217736v0.jpeg749813214148.png,Exposedbars
1454,../Dataset_new/Corrosionstain/VA0235201710121441.jpg51738225108.png,Corrosionstain
2464,../Dataset_new/Exposedbars/VA_3.0_1.0_1.0_3.0_9.0_3217722v3.jpeg04821756716.png,Exposedbars
34,../Dataset_new/Cracks/VA_2.0_0.4_0.5_1.0_0.4_84140378v0.jpeg719200165811.png,Cracks
1000,../Dataset_new/Cracks/VA1090201610072582.jpg7507329898.png,Cracks
239,../Dataset_new/Cracks/VA032120171104961.jpg7795401770.png,Cracks
1913,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.42_3217999v0.jpeg1148700174293.png,Corrosionstain
1797,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217940v1.jpeg142211710558.png,Corrosionstain
1254,../Dataset_new/Cracks/VA0539201709221461.jpg389353461085.png,Cracks
3231,../Dataset_new/Exposedbars/VA_3.0_1.0_0.8_1.0_2.4_3217716v0.jpeg480140160308.png,Exposedbars
2505,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_1.0_0.6_3217489v0.jpeg0578868655.png,Exposedbars
106,../Dataset_new/Cracks/VA_3.0_0.4_0.5_1.0_0.6_21442459v0.jpeg2915251490333.png,Cracks
2211,../Dataset_new/Corrosionstain/VA_3.0_0.6_0.8_1.0_1.01_3217851v0.jpeg49021314185.png,Corrosionstain
429,../Dataset_new/Cracks/VA1064201705042353.jpg0406745209.png,Cracks
542,../Dataset_new/Cracks/MS0394201709302790.jpg4330420599.png,Cracks
2688,../Dataset_new/Exposedbars/VA_3.0_0.6_0.5_1.0_0.9_3217432v1.jpeg274354405140.png,Exposedbars
2509,../Dataset_new/Exposedbars/VA_3.0_0.4_0.5_1.0_0.6_3217496v1.jpeg590389420490.png,Exposedbars
230,../Dataset_new/Cracks/VA0005201707181170.jpg6701129190174.png,Cracks
1800,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217940v1.jpeg1190449144102.png,Corrosionstain
1863,../Dataset_new/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.42_3217921v1.jpeg33378763181.png,Corrosionstain
1105,../Dataset_new/Cracks/VA0534201709223220.jpg88282831192.png,Cracks
294,../Dataset_new/Cracks/VA0383201611301252.jpg1043187474465.png,Cracks
2665,../Dataset_new/Exposedbars/VA_3.0_0.4_0.8_1.0_0.67_3217969v1.jpeg394391136281.png,Exposedbars
1028,../Dataset_new/Cracks/VA1090201610072888.jpg8210170717.png,Cracks
3344,../Dataset_new/Spalling/VA_3.0_0.4_0.5_1.0_0.6_3217892v5.jpeg1172712141287.png,Spalling
